'Variáveis','Todo em escola pública','Todo em escola particular','Parte em escola pública, parte em escola particular','Outro tipo de escola','Não respondeu','Total'
'Masculino','580','145','61','8','9','803'
'Feminino','252','63','13','2','3','333'
