'Variáveis','Até 1 salário mínimo','Mais de 1 até 5 salários mínimos','Mais de 5 até 10 salários mínimos','Mais de 10 até 20 salários mínimos','Mais de 20 salários mínimos','Não se aplica','Não respondeu','Total'
'Masculino','105','531','101','20','2','32','12','803'
'Feminino','77','211','22','8','4','7','4','333'
